section,runtime_id,ar,en,ur,tr,ug
tpl,t1klzv6n,عدد المرات التي ورد فيها ({}),Number of times ({}) is mentioned,({}) کتنی بار آیا,({}) kaç kez geçiyor,({}) قانچە قېتىم كەلگەن
tpl,t1tce6hl,كلمة مكرر فيها حرف ({}),A word in which the letter ({}) is repeated,وہ لفظ جس میں حرف ({}) دہرایا گیا ہے,({}) harfinin tekrarlandığı bir kelime,({}) ھەرپى تەكرارلانغان سۆز
tpl,t8dq7ax,كلمة بها ({}) مشددة,A word with a shadda on ({}),وہ لفظ جس میں ({}) پر شد ہے,({}) üzerinde şedde bulunan bir kelime,({}) دا شەددە بار سۆز
tpl,t1qye6wl,رقم آية ({}),Number of ayah ({}),آیت ({}) کا نمبر,({}) ayetinin numarası,({}) ئايىتىنىڭ نومۇرى
tpl,t1sgnk4v,كلمة تبدأ بـ ({}),A word starting with ({}),({}) سے شروع ہونے والا لفظ,({}) ile başlayan bir kelime,({}) بىلەن باشلانغان سۆز
tpl,t8dkqr2,كلمة بها ({}) مكررة,A word with ({}) repeated,وہ لفظ جس میں ({}) دہرایا گیا ہے,({}) tekrarlanan bir kelime,({}) تەكرارلانغان سۆز
tpl,t1jglcbf,ضد ({}),Opposite of ({}),({}) کی ضد,({}) kelimesinin zıddı,({}) نىڭ زىددى
tpl,t3s8jbz,مرادف ({}),Synonym of ({}),({}) کا مترادف,({}) kelimesinin eş anlamlısı,({}) نىڭ مۇرادىپى
tpl,t16hz1y,نوع ({}) في (ولا يخاف),Type of ({}) in (ولا يخاف),(ولا يخاف) میں ({}) کی قسم,(ولا يخاف) içindeki ({}) türü,(ولا يخاف) دىكى ({}) نىڭ تۈرى
tpl,t7fs72e,كلمة بها ({}) في وسطها,A word with ({}) in the middle,وہ لفظ جس کے بیچ میں ({}) ہے,ortasında ({}) bulunan bir kelime,ئوتتۇرىسىدا ({}) بار سۆز
tpl,t13lwfp5,جمع كلمة ({}),Plural of the word ({}),لفظ ({}) کی جمع,({}) kelimesinin çoğulu,({}) سۆزىنىڭ كۆپلۈكى
tpl,t3v91a,ارسم ({}) هنا:,Draw ({}) here:,یہاں ({}) بنائیں:,Buraya ({}) çiz:,بۇ يەرگە ({}) سىزىڭ:
tpl,t12ibwzp,بماذا يوحي ({})؟,What does ({}) suggest?,({}) کس چیز کی طرف اشارہ کرتا ہے؟,({}) neyi çağrıştırıyor?,({}) نېمىنى ئىپادىلەيدۇ؟
tpl,tjdiwuc,كم ({}) قَسَم في السورة؟,How many oaths of ({}) are in the surah?,سورت میں ({}) کی کتنی قسمیں ہیں؟,Surede kaç ({}) yemini var?,سۈرىدە قانچە ({}) قەسىمى بار؟
tpl,t1f18v80,تكرار لفظ الجلالة ({}),Repetition of the name of Allah ({}),لفظ جلالت ({}) کی تکرار,Allah lafzının ({}) tekrarı,جالالەت لەفزى ({}) نىڭ تەكرارلىنىشى
tpl,t139qjbt,كم آية تنتهي بـ ({})؟,How many ayahs end with ({})?,کتنی آیات ({}) پر ختم ہوتی ہیں؟,Kaç ayet ({}) ile bitiyor?,قانچە ئايەت ({}) بىلەن ئاخىرلىشىدۇ؟
tpl,toln14i,حرف ({}) تكرر كم مرة؟,How many times is the letter ({}) repeated?,حرف ({}) کتنی بار دہرایا گیا؟,({}) harfi kaç kez tekrarlandı?,({}) ھەرپى قانچە قېتىم تەكرارلانغان؟
tpl,t8a3ar4,ضد كلمة ({}),Opposite of the word ({}),لفظ ({}) کی ضد,({}) kelimesinin zıddı,({}) سۆزىنىڭ زىددى
tpl,t6w28c2,جمع ({}),Plural of ({}),({}) کی جمع,({}) kelimesinin çoğulu,({}) نىڭ كۆپلۈكى
tpl,t1e9ivu1,نوع الأسلوب في ({}),Type of style in ({}),({}) میں اسلوب کی قسم,({}) içindeki üslup türü,({}) دىكى ئۇسلۇب تۈرى
tpl,trkpler,كلمة تبدأ بـ ({}) وتنتهي بـ (ن),A word starting with ({}) and ending with (ن),وہ لفظ جو ({}) سے شروع اور (ن) پر ختم ہو,({}) ile başlayıp (ن) ile biten bir kelime,({}) بىلەن باشلىنىپ (ن) بىلەن ئاخىرلاشقان سۆز
tpl,tklj29m,لوّن كلمة ({}) بالسورة,Color the word ({}) in the surah,سورت میں لفظ ({}) کو رنگ دیں,Suredeki ({}) kelimesini renklendir,سۈرىدىكى ({}) سۆزىگە رەڭ بېرىڭ
tpl,t1ng64ou,ماذا نقول بعد ({})؟,What do we say after ({})?,({}) کے بعد ہم کیا کہتے ہیں؟,({}) sonra ne diyoruz?,({}) دىن كېيىن نېمە دەيمىز؟
tpl,t183jja2,كم ({}) في كلمة (البلد)؟,How many ({}) in the word (البلد)?,لفظ (البلد) میں کتنے ({}) ہیں؟,(البلد) kelimesinde kaç tane ({}) var?,(البلد) سۆزىدە قانچە ({}) بار؟
tpl,tfsiml5,تكرار ({}) في بداية السورة =,Repetition of ({}) at the beginning of the surah =,سورت کے آغاز میں ({}) کی تکرار =,Surenin başında ({}) tekrarı =,سۈرە بېشىدا ({}) نىڭ تەكرارلىنىشى =
tpl,thszyq1,كلمة بها ({}) حروف =,A word with ({}) letters =,({}) حروف والا لفظ =,({}) harf içeren bir kelime =,({}) ھەرپى بار سۆز =
tpl,t1dmq5hb,استخرج كلمة تبدأ بـ ({}) =,Find a word starting with ({}) =,({}) سے شروع ہونے والا لفظ تلاش کریں =,({}) ile başlayan bir kelime bul =,({}) بىلەن باشلانغان سۆزنى تېپىڭ =
tpl,t1m40v3d,هات فعلًا ماضيًا ينتهي بـ ({}),Give a past-tense verb ending with ({}),({}) پر ختم ہونے والا ماضی کا فعل بتائیں,({}) ile biten bir geçmiş zaman fiili söyle,({}) بىلەن ئاخىرلاشقان ئۆتكەن زامان پېئىلىنى ئېيتىڭ
tpl,t118qtz5,حوّط كلمة ({}) في السورة,Circle the word ({}) in the surah,سورت میں لفظ ({}) پر دائرہ لگائیں,Suredeki ({}) kelimesini daire içine al,سۈرىدىكى ({}) سۆزىگە دائىرە سىزىڭ
tpl,t4p3g6j,شكّل كلمة ({}),Mark the vowels of the word ({}),لفظ ({}) پر اعراب لگائیں,({}) kelimesini harekele,({}) سۆزىگە ھەرىكە قويۇڭ
tpl,t131exci,ما هي ({})؟,What is ({})?,({}) کیا ہے؟,({}) nedir?,({}) نېمە؟
tpl,t1u28r3i,موجود بآية ١٢ ({}),Found in ayah 12 ({}),آیت ١٢ میں موجود ({}),12. ayette bulunan ({}),12-ئايەتتە بار ({})
tpl,tfouy6w,كيف خُلقت ({})؟,How was ({}) created?,({}) کیسے پیدا ہوا؟,({}) nasıl yaratıldı?,({}) قانداق ياراتىلغان؟
tpl,t1gdyli1,كيف رُفعت ({})؟,How was ({}) raised?,({}) کیسے بلند کیا گیا؟,({}) nasıl yükseltildi?,({}) قانداق كۆتۈرۈلگەن؟
tpl,tr7y8kr,كيف نُصبت ({})؟,How was ({}) set up?,({}) کیسے نصب کیا گیا؟,({}) nasıl dikildi?,({}) قانداق تىكلەنگەن؟
tpl,t1w2jh15,كيف سُطحت ({})؟,How was ({}) spread out?,({}) کیسے بچھایا گیا؟,({}) nasıl yayıldı?,({}) قانداق يېيىلغان؟
tpl,tiqwrsk,كلمة بها ({}) بآخرها,A word with ({}) at the end,وہ لفظ جس کے آخر میں ({}) ہے,sonunda ({}) bulunan bir kelime,ئاخىرىدا ({}) بار سۆز
tpl,tr1axr4,تنوين كسر في ({}),Kasra tanwin in ({}),({}) میں تنوین کسرہ,({}) içindeki kesra tenvini,({}) دىكى كەسرە تەنۋىنى
tpl,t6h27y4,شكّل حرف ({}) في (لهب),Mark the vowel of the letter ({}) in (لهب),(لهب) میں حرف ({}) پر اعراب لگائیں,(لهب) kelimesindeki ({}) harfini harekele,(لهب) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1xb1v0o,مفرد ({}) ←,Singular of ({}) ←,({}) کا واحد ←,({}) kelimesinin tekili ←,({}) نىڭ بىرلىكى ←
tpl,t1p0039g,({}): اسم موصول أم حرف جر؟,({}): a relative pronoun or a preposition?,({}): اسم موصول ہے یا حرف جر؟,({}): ilgi zamiri mi edat mı?,({}): تەۋە ئات مۇ ياكى پرېدلوگمۇ؟
tpl,t1qm83bl,شكّل حرف ({}) في (قل),Mark the vowel of the letter ({}) in (قل),(قل) میں حرف ({}) پر اعراب لگائیں,(قل) kelimesindeki ({}) harfini harekele,(قل) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1rhmk1b,كم مرة تكرر ({})؟,How many times is ({}) repeated?,({}) کتنی بار دہرایا گیا؟,({}) kaç kez tekrarlandı?,({}) قانچە قېتىم تەكرارلانغان؟
tpl,thlbhs3,مفرد كلمة ({}) ←,Singular of the word ({}) ←,لفظ ({}) کا واحد ←,({}) kelimesinin tekili ←,({}) سۆزىنىڭ بىرلىكى ←
tpl,tu4o314,({}): ظرف زمان أم مكان؟,({}): an adverb of time or place?,({}): ظرف زمان ہے یا مکان؟,({}): zaman zarfı mı yer zarfı mı?,({}): ۋاقىت رەۋىشىمۇ ياكى ئورۇن رەۋىشىمۇ؟
tpl,t1qa2tic,أين السكون في ({})؟,Where is the sukoon in ({})?,({}) میں سکون کہاں ہے؟,({}) içindeki sükun nerede?,({}) دىكى سۈكۇن قەيەردە؟
tpl,t62y5jn,شكّل حرف ({}) في (الحمد),Mark the vowel of the letter ({}) in (الحمد),(الحمد) میں حرف ({}) پر اعراب لگائیں,(الحمد) kelimesindeki ({}) harfini harekele,(الحمد) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1hpqaeq,تكرار كلمة ({}) بالسورة =,Repetition of the word ({}) in the surah =,سورت میں لفظ ({}) کی تکرار =,Suredeki ({}) kelimesinin tekrarı =,سۈرىدىكى ({}) سۆزىنىڭ تەكرارلىنىشى =
tpl,t18vdx0q,أول حرف في كلمة ({}):,First letter in the word ({}):,لفظ ({}) کا پہلا حرف:,({}) kelimesindeki ilk harf:,({}) سۆزىدىكى بىرىنچى ھەرپ:
tpl,tzeb12w,آخر حرف في كلمة ({}):,Last letter in the word ({}):,لفظ ({}) کا آخری حرف:,({}) kelimesindeki son harf:,({}) سۆزىدىكى ئاخىرقى ھەرپ:
tpl,t1n6p2wt,ما عكس كلمة ({})؟,What is the opposite of the word ({})?,لفظ ({}) کی ضد کیا ہے؟,({}) kelimesinin zıddı nedir?,({}) سۆزىنىڭ زىددى نېمە؟
tpl,t1qma17d,شكّل حرف ({}) في (ثم),Mark the vowel of the letter ({}) in (ثم),(ثم) میں حرف ({}) پر اعراب لگائیں,(ثم) kelimesindeki ({}) harfini harekele,(ثم) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1aapcup,تكرار ({}) =,Repetition of ({}) =,({}) کی تکرار =,({}) tekrarı =,({}) نىڭ تەكرارلىنىشى =
tpl,t7404h,تكرار اسم الجلالة ({}) =,Repetition of the name of Allah ({}) =,اسم جلالت ({}) کی تکرار =,Allah isminin ({}) tekrarı =,جالالەت ئىسمى ({}) نىڭ تەكرارلىنىشى =
tpl,tby8bn3,حرف ({}) تكرر كم مرة؟ =,How many times is the letter ({}) repeated? =,حرف ({}) کتنی بار دہرایا گیا؟ =,({}) harfi kaç kez tekrarlandı? =,({}) ھەرپى قانچە قېتىم تەكرارلانغان؟ =
tpl,tv4pzpt,من هو ({})؟,Who is ({})?,({}) کون ہے؟,({}) kimdir?,({}) كىم؟
tpl,t1mu4kyh,شكّل حرف ({}) في (البينة),Mark the vowel of the letter ({}) in (البينة),(البينة) میں حرف ({}) پر اعراب لگائیں,(البينة) kelimesindeki ({}) harfini harekele,(البينة) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,tpbnna4,من هم ({})؟,Who are ({})?,({}) کون ہیں؟,({}) kimlerdir?,({}) كىملەر؟
tpl,t17a753c,حوّط كلمة ({}) لو وُجدت,Circle the word ({}) if found,اگر ({}) لفظ موجود ہو تو دائرہ لگائیں,({}) kelimesi varsa daire içine al,({}) سۆزى بولسا دائىرە سىزىڭ
tpl,t1pc374o,كلمات بها ({}) =,Words with ({}) =,({}) والے الفاظ =,({}) içeren kelimeler =,({}) بار سۆزلەر =
tpl,tki0y1f,ما الفرق بين ({}) و(الرحيم)؟,What is the difference between ({}) and (الرحيم)?,({}) اور (الرحيم) میں کیا فرق ہے؟,({}) ile (الرحيم) arasındaki fark nedir?,({}) بىلەن (الرحيم) نىڭ پەرقى نېمە؟
tpl,t11ft8ti,وصل ({}) =,Match ({}) =,جوڑیں ({}) =,Eşleştir ({}) =,ماسلاشتۇرۇڭ ({}) =
tpl,txyndi0,مضاد ({}) في المعنى:,Opposite of ({}) in meaning:,معنی میں ({}) کی ضد:,Anlamca ({}) kelimesinin zıddı:,مەنىسى جەھەتتىن ({}) نىڭ زىددى:
tpl,t131xz3k,({}) حرف الجر فيها:,The preposition in ({}):,({}) میں حرف جر:,({}) içindeki edat:,({}) دىكى پرېدلوگ:
tpl,tw0m1sc,({}): اسم أم فعل؟,({}): a noun or a verb?,({}): اسم ہے یا فعل؟,({}): isim mi fiil mi?,({}): ئىسىممۇ ياكى پېئىلمۇ؟
tpl,t1lxil2l,كلمة تنتهي بحرف ({}):,A word ending with the letter ({}):,حرف ({}) پر ختم ہونے والا لفظ:,({}) harfiyle biten bir kelime:,({}) ھەرپى بىلەن ئاخىرلاشقان سۆز:
tpl,t1a1rioi,كلمات بها ({}) التعريف =,Words with the definite article ({}) =,({}) تعریف والے الفاظ =,({}) belirteci içeren kelimeler =,({}) ئېنىقلىغۇچى بار سۆزلەر =
tpl,t1emzad4,({}) يعود على:,({}) refers to:,({}) کس کی طرف اشارہ کرتا ہے:,({}) neyi işaret ediyor:,({}) نېمىگە قايتىدۇ:
tpl,txkaxq8,حوّط كلمة ({}) بالآية,Circle the word ({}) in the ayah,آیت میں لفظ ({}) پر دائرہ لگائیں,Ayetteki ({}) kelimesini daire içine al,ئايەتتىكى ({}) سۆزىگە دائىرە سىزىڭ
tpl,t19mochb,جمع ({}) =,Plural of ({}) =,({}) کی جمع =,({}) kelimesinin çoğulu =,({}) نىڭ كۆپلۈكى =
tpl,tfoqkzu,ارسم نارًا واكتب ({}):,Draw a fire and write ({}):,آگ بنائیں اور ({}) لکھیں:,Bir ateş çiz ve ({}) yaz:,ئوت سىزىڭ ۋە ({}) يېزىڭ:
tpl,t1h21iez,({}) هنا للنفي أم للنهي؟,Is ({}) here for negation or prohibition?,یہاں ({}) نفی کے لیے ہے یا نہی کے لیے؟,Buradaki ({}) olumsuzluk için mi yasaklama için mi?,بۇ يەردىكى ({}) ئىنكار ئۈچۈنمۇ ياكى چەكلەش ئۈچۈنمۇ؟
tpl,t1vwn9tk,ضمير ({}) في (وسعها) يعود على:,The pronoun ({}) in (وسعها) refers to:,(وسعها) میں ضمیر ({}) کس کی طرف اشارہ کرتا ہے:,(وسعها) içindeki ({}) zamiri neyi işaret ediyor:,(وسعها) دىكى ({}) ئالماشى نېمىگە قايتىدۇ:
tpl,tip7o2w,اكتب ({}) بخط جميل:,Write ({}) in beautiful handwriting:,({}) کو خوبصورت خط میں لکھیں:,({}) güzel bir yazıyla yaz:,({}) نى چىرايلىق خەت بىلەن يېزىڭ:
tpl,tshv3wc,كلمة بها ({}) =,A word with ({}) =,({}) والا لفظ =,({}) içeren bir kelime =,({}) بار سۆز =
tpl,tjdazos,حوّط كلمة ({}) في الآيتين,Circle the word ({}) in the two ayahs,دونوں آیات میں لفظ ({}) پر دائرہ لگائیں,İki ayetteki ({}) kelimesini daire içine al,ئىككى ئايەتتىكى ({}) سۆزىگە دائىرە سىزىڭ
tpl,tiw83s6,({}): الفاء للـ:,({}): the fa' is for:,({}): فاء کس لیے ہے:,({}): fâ harfi ne için:,({}): فا ھەرپى نېمە ئۈچۈن:
tpl,tvoqgop,ارسم وجهًا سعيدًا مع كلمة ({}),Draw a happy face with the word ({}),لفظ ({}) کے ساتھ ایک خوش چہرہ بنائیں,({}) kelimesiyle mutlu bir yüz çiz,({}) سۆزى بىلەن خۇشال چىراي سىزىڭ
tpl,tgodtl0,({}) في الآية: شرطية أم موصولة؟,({}) in the ayah: conditional or relative?,آیت میں ({}): شرطیہ ہے یا موصولہ؟,Ayetteki ({}): şart mı ilgi mi?,ئايەتتىكى ({}): شەرتمۇ ياكى تەۋە ئاتمۇ؟
tpl,ttn4liy,ارسم قلبًا كبيرًا وداخله كلمة ({}),Draw a big heart with the word ({}) inside,ایک بڑا دل بنائیں اور اس کے اندر لفظ ({}) لکھیں,Büyük bir kalp çiz ve içine ({}) kelimesini yaz,چوڭ يۈرەك سىزىڭ ۋە ئىچىگە ({}) سۆزىنى يېزىڭ
tpl,t17amyzu,أول ({}) حرف:,First letter of ({}):,({}) کا پہلا حرف:,({}) kelimesinin ilk harfi:,({}) نىڭ بىرىنچى ھەرپى:
tpl,t5u7q21,وسط ({}) حرف:,Middle letter of ({}):,({}) کا درمیانی حرف:,({}) kelimesinin orta harfi:,({}) نىڭ ئوتتۇرا ھەرپى:
tpl,t192npkx,ارسم ({}) يعيش فيه ذكر الله,Draw ({}) where the remembrance of Allah lives,({}) بنائیں جس میں اللہ کا ذکر رہتا ہے,İçinde Allah'ın zikri yaşayan ({}) çiz,ئىچىدە ئاللاھنى زىكرى قىلىش ياشايدىغان ({}) نى سىزىڭ
